Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
Saugeen River 46,CSMI II August 2023,23,17.9957,0.2746,9.8125,181.244411,210.748,-0.6752,101.7023,1866.6,15.735,0.8475,998.7772,326.774,22.557,0,25.9,0.312,8.483,44.5396,-81.50824,116.776,219.3207,9.46383,4,0
Saugeen River 46,CSMI II August 2023,24,16.5281,0.3302,10.3423,175.107996,210.809,-0.6664,101.68,2026.4,14.385,0.71056,999.0415,329.856,23.537,0,24.85,0.32,8.503,44.53959,-81.50824,139.0318,317.401,9.75692,3,0
Saugeen River 46,CSMI II August 2023,25,14.7862,0.3672,10.9698,167.874605,210.96,-0.553,101.3921,1974.1,12.887,0.65298,999.318,332.83,24.516,0,23.83,0.327,8.548,44.5396,-81.50824,151.9591,527.5643,10.13012,3,0
Saugeen River 46,CSMI II August 2023,26,12.9105,0.4281,11.7203,160.001317,211.015,-0.1037,100.261,2009.6,11.196,0.55797,999.5691,335.58,25.493,0,22.85,0.369,8.583,44.5396,-81.50824,127.9591,343.596,10.56601,3,0
Saugeen River 46,CSMI II August 2023,27,11.9311,0.4751,15.2881,154.628911,209.34,-0.1995,100.4993,1911.5,10.169,0.5318,999.7223,339.291,26.521,0,21.99,0.033,8.579,44.5396,-81.50824,162.5073,388.5684,10.778,1,0
Saugeen River 46,CSMI II August 2023,28,9.1777,0.3827,14.1119,144.964971,212.05,-0.0334,100.0835,2035,8.4339,0.414,999.9853,340.843,27.437,0,21.12,0.542,8.606,44.5396,-81.50824,146.6807,339.4303,11.49871,2,0
Saugeen River 46,CSMI II August 2023,29,9.6266,0.431,13.249,146.565332,211.626,-0.1257,100.3148,1918.6,7.2191,0.37677,999.946,344.482,28.398,0,19.86,0.353,8.591,44.5396,-81.50825,137.7346,240.768,11.38261,2,0
Saugeen River 46,CSMI II August 2023,30,8.8951,0.4829,13.7409,143.54963,211.743,-0.1392,100.3487,1918.3,6.2348,0.32602,1000.0099,347.239,29.42,0,18.81,0.437,8.578,44.5396,-81.50826,76.966,74.257,11.58189,3,0
Saugeen River 46,CSMI II August 2023,31,8.528,0.541,13.7995,141.826531,211.496,-0.1411,100.3534,1988.9,5.5425,0.27963,1000.0387,349.735,30.394,0,17.83,0.461,8.578,44.5396,-81.50825,64.973,58.5412,11.68658,3,0
Saugeen River 46,CSMI II August 2023,32,8.1497,0.6582,13.8761,140.176284,211.416,-0.162,100.406,1794.9,4.8431,0.26997,1000.071,353.293,31.399,0,16.68,0.098,8.571,44.5396,-81.50824,64.1741,55.2673,11.79225,2,0
Saugeen River 46,CSMI II August 2023,33,7.449,0.6841,13.8732,137.589691,212.001,-0.22,100.5515,1966.7,4.1272,0.21003,1000.1157,355.017,32.36,0,15.7,0.422,8.569,44.53962,-81.50824,62.3827,53.606,11.99765,3,0
Saugeen River 46,CSMI II August 2023,34,7.0685,0.7752,14.3043,136.11764,212.22,-0.2744,100.6883,1917.4,3.2654,0.17027,1000.1402,357.507,33.336,0,14.92,0.455,8.562,44.53962,-81.50823,57.7395,47.4761,12.11088,2,0
Saugeen River 46,CSMI II August 2023,35,7.055,0.835,13.9384,136.037144,212.182,-0.364,100.914,1930,2.8144,0.14592,1000.1459,360.243,34.326,0,13.65,0.385,8.547,44.53962,-81.50822,55.2076,45.3191,12.11467,2,0
Saugeen River 46,CSMI II August 2023,36,6.89,0.7995,13.9865,135.493681,212.429,-0.459,101.1542,1903,2.4476,0.12906,1000.1582,362.486,35.295,0,12.68,0.461,8.52,44.53963,-81.50822,55.4672,45.6548,12.1647,3,0
Saugeen River 46,CSMI II August 2023,37,6.6754,0.788,14.0973,134.724251,212.652,-0.5901,101.4861,2021.2,1.9887,0.098118,1000.1727,365.266,36.323,0,11.85,0.296,8.509,44.53964,-81.50822,53.9062,44.6257,12.22991,1,0
Saugeen River 46,CSMI II August 2023,38,6.5414,0.6735,13.9103,134.278339,212.851,-0.8065,102.0368,1901,1.7424,0.092115,1000.1829,367.477,37.269,0,10.59,0.38,8.477,44.53964,-81.5082,54.0904,45.9516,12.27123,4,0
Saugeen River 46,CSMI II August 2023,40,6.2443,0.5498,13.9455,133.772654,214.277,-1.1284,103.3585,1917.7,1.1945,0.063011,1005.1797,373.516,39.215,0,9.12,0.427,8.484,44.76123,-81.91367,55.0139,47.6643,12.4345,3,0
Saugeen River 46,CSMI II August 2023,41,5.9012,0.4874,13.7679,132.01229,213.597,-1.2736,103.2356,1931.5,1.0735,0.055686,1000.2197,373.784,40.192,0,7.97,0.642,8.394,44.53966,-81.5082,54.8024,48.3751,12.47167,2,0
Saugeen River 46,CSMI II August 2023,42,5.6269,0.4171,13.734,130.936567,213.753,-1.3507,103.4345,1904.9,0.98884,0.051993,1000.2327,376.335,41.184,0,6.62,0.351,8.353,44.53966,-81.5082,54.4869,49.4487,12.55889,2,0
Saugeen River 46,CSMI II August 2023,43,5.348,0.4183,13.5433,129.940005,214.075,-1.38,103.51,1697.2,0.86891,0.051819,1000.2447,378.581,42.162,0,5.53,0.397,8.326,44.53967,-81.50819,55.5746,51.2579,12.64861,3,0
Saugeen River 46,CSMI II August 2023,44,5.2791,0.4194,13.4255,129.641097,214.068,-1.4573,103.7102,1557.7,0.74143,0.047532,1000.2511,381.232,43.164,0,4.51,0.365,8.311,44.53968,-81.50818,56.0723,51.8162,12.67087,1,0
Saugeen River 46,CSMI II August 2023,45,5.2535,0.4143,13.3798,129.544831,214.09,-1.552,103.956,1644.7,0.61881,0.038593,1000.2566,383.252,44.126,0,3.47,0.456,8.297,44.53968,-81.50818,54.3025,50.9275,12.67917,3,0
Saugeen River 46,CSMI II August 2023,46,5.2936,0.4082,13.3704,129.675686,214.023,-1.5533,103.9596,1823.8,0.50622,0.02804,1000.2604,387.963,45.111,0,2.19,0.187,8.286,44.5397,-81.50818,54.8739,52.4225,12.66615,8,0
Saugeen River 5,CSMI II August 2023,4,23.0268,0.2428,8.2297,207.325919,215.819,0.0644,99.8396,183.31,4.1401,2.2531,997.6309,68.533,3.922,0,6.51,0.056,8.352,44.49925,-81.38887,52.8884,60.5168,8.56848,44,0
Saugeen River 5,CSMI II August 2023,5,23.0408,0.2451,8.5626,207.051093,215.47,0.2835,99.2938,206.39,4.5619,2.2103,997.6319,202.235,4.903,0,5.56,0.216,8.391,44.49932,-81.38862,54.3426,64.246,8.56621,4,0
Saugeen River 5,CSMI II August 2023,6,22.9629,0.2416,8.5819,207.040416,215.81,0.1278,99.681,208.01,3.8823,1.8664,997.655,206,5.884,0,4.56,0.225,8.383,44.49933,-81.38862,53.2601,63.2033,8.57888,5,0
Saugeen River 5,CSMI II August 2023,7,22.9201,0.2714,8.5566,208.709596,217.743,0.18,99.5513,208.01,3.3353,1.6034,997.6702,210.356,6.867,0,3.57,0.224,8.377,44.49934,-81.38861,52.8819,62.9812,8.58579,4,0
Saugeen River 5,CSMI II August 2023,8,22.8812,0.2774,8.5353,210.351173,219.635,0.4096,98.9812,209.59,2.7811,1.3269,997.6845,219.163,7.845,0,2.42,0.053,8.371,44.49936,-81.38858,52.0761,62.0248,8.5921,12,0
Saugeen River 82,CSMI II August 2023,5,21.8202,-0.0409,9.6258,201.850903,215.534,-0.4828,101.2144,2483.5,127.82,5.1477,997.9143,122.454,4.89,0,85.45,0.262,8.467,44.62973,-81.57838,54.7308,54.9566,8.76866,8,0
Saugeen River 82,CSMI II August 2023,6,21.6891,-0.0113,8.8707,200.091949,214.258,-0.4885,101.2288,2487.7,102.92,4.1371,997.9479,243.48,5.886,0,95.24,0.391,8.469,44.63017,-81.57788,53.1528,49.3588,8.79084,3,0
Saugeen River 82,CSMI II August 2023,7,21.6812,0.0042,8.9438,200.149835,214.355,-0.4843,101.218,2486.8,96.968,3.8992,997.9541,236.935,6.867,0,90.9,0.335,8.469,44.63015,-81.57791,52.6394,49.8873,8.7922,3,0
Saugeen River 82,CSMI II August 2023,8,21.5855,0.0263,8.9394,199.710914,214.325,-0.4749,101.1944,2485.4,84.923,3.4168,997.98,239.386,7.846,0,80.55,0.395,8.472,44.63016,-81.57789,52.7547,49.8153,8.80852,3,0
Saugeen River 82,CSMI II August 2023,9,21.405,0.0646,8.9897,198.567869,213.927,-0.4488,101.1283,2485.6,78.765,3.1688,998.0244,242.041,8.837,0,86.12,0.288,8.475,44.63018,-81.57788,52.8711,50.3703,8.83943,1,0
Saugeen River 82,CSMI II August 2023,10,21.2194,0.0639,9.0089,197.360583,213.481,-0.385,100.9672,2488.2,70.531,2.8346,998.0696,244.205,9.8,0,91.97,0.444,8.471,44.63018,-81.57786,58.4333,56.9075,8.87141,3,0
Saugeen River 82,CSMI II August 2023,11,20.962,0.0639,9.0785,195.544506,212.7,-0.4019,101.0097,2489.9,65.33,2.6238,998.1298,246.33,10.782,0,72.03,0.524,8.47,44.63019,-81.57785,55.944,53.8985,8.91615,2,0
Saugeen River 82,CSMI II August 2023,12,20.793,0.0639,9.1002,194.567991,212.42,-0.4744,101.1931,2490,56.915,2.2858,998.1707,248.74,11.775,0,89.4,0.388,8.471,44.63021,-81.57784,53.612,51.242,8.94571,2,0
Saugeen River 82,CSMI II August 2023,13,20.7375,0.0558,9.1206,194.302585,212.387,-0.5354,101.3474,2485.9,52.903,2.1283,998.187,250.861,12.75,0,87.56,0.466,8.472,44.63022,-81.57783,55.2876,51.1714,8.95548,2,0
Saugeen River 82,CSMI II August 2023,14,20.7331,0.0723,9.1217,194.275272,212.378,-0.5304,101.3349,2488.4,49.513,1.9897,998.1924,252.89,13.728,0,83.46,0.462,8.472,44.63022,-81.57782,53.8998,49.6814,8.95624,3,0
Saugeen River 82,CSMI II August 2023,15,20.7255,0.0784,9.1218,194.200621,212.332,-0.5307,101.3356,2489.2,44.434,1.785,998.1985,255.389,14.719,0,70.26,0.308,8.468,44.63022,-81.57782,53.8462,50.5042,8.95759,1,0
Saugeen River 82,CSMI II August 2023,16,20.7038,0.1018,9.0865,194.077943,212.299,-0.5307,101.3356,2486,41.999,1.6894,998.2077,257.128,15.69,0,91.3,0.496,8.471,44.63022,-81.57782,53.673,50.059,8.9614,3,0
Saugeen River 82,CSMI II August 2023,17,20.6433,0.1064,9.1127,193.735314,212.204,-0.5307,101.3356,2490.1,36.729,1.4749,998.2251,259.662,16.67,0,29.63,0.296,8.475,44.63025,-81.57782,52.9249,49.3309,8.97206,1,0
Saugeen River 82,CSMI II August 2023,18,20.643,0.1215,9.0796,193.759578,212.232,-0.5448,101.3713,2490.6,35.565,1.428,998.2296,261.425,17.65,0,86.56,0.514,8.465,44.63024,-81.57779,52.4226,48.9578,8.97212,3,0
Saugeen River 82,CSMI II August 2023,19,20.5662,0.1395,9.0909,193.327094,212.116,-0.471,101.1846,2490.3,32.456,1.3033,998.2504,263.758,18.628,0,79.67,0.485,8.468,44.63026,-81.57778,53.9659,49.4799,8.98569,3,0
Saugeen River 82,CSMI II August 2023,20,20.5022,0.1675,9.1137,193.03905,212.098,-0.4365,101.0972,2490,29.751,1.1948,998.2684,266.603,19.621,0,76.06,0.273,8.468,44.63027,-81.57777,53.3275,48.5117,8.99704,2,0
Saugeen River 82,CSMI II August 2023,21,20.4148,0.179,9.119,192.884933,212.336,-0.4591,101.1543,2490.8,27.333,1.0974,998.2915,268.343,20.592,0,75.51,0.53,8.466,44.63028,-81.57776,53.5828,49.1847,9.01255,2,0
Saugeen River 82,CSMI II August 2023,22,19.9893,0.2399,9.2471,191.32952,212.616,-0.4754,101.1956,2487.6,24.944,1.0027,998.3847,270.996,21.578,0,66.86,0.31,8.477,44.63029,-81.57775,53.2973,48.3815,9.08894,2,0
Saugeen River 82,CSMI II August 2023,23,18.4629,0.4117,9.6156,184.570505,212.307,-0.4353,101.0942,2487.4,22.515,0.90515,998.6912,272.899,22.555,0,60.59,0.459,8.513,44.6303,-81.57774,77.7296,82.2907,9.37297,3,0
Saugeen River 82,CSMI II August 2023,24,14.9064,0.6639,11.3489,167.6459,210.062,-0.3271,100.8212,2487.4,20.514,0.82475,999.3141,275.384,23.549,0,77.97,0.316,8.569,44.63032,-81.57772,122.4135,179.4305,10.09053,1,0
Saugeen River 82,CSMI II August 2023,25,14.9461,0.5709,11.4779,168.417097,210.786,-0.2114,100.5299,2488.7,17.799,0.71517,999.3013,277.352,24.513,0,71.66,0.471,8.598,44.63032,-81.57772,142.8612,326.3203,10.08985,3,0
Saugeen River 82,CSMI II August 2023,26,13.7806,0.6407,12.3449,163.247182,210.457,-0.2207,100.5533,2488,15.857,0.63733,999.4725,279.712,25.495,0,74.91,0.434,8.612,44.63032,-81.5777,128.9606,278.0962,10.35044,3,0
Saugeen River 82,CSMI II August 2023,27,11.5055,0.6968,13.6992,153.089223,209.667,-0.1262,100.3161,2487.4,14.316,0.57556,999.7595,282.171,26.492,0,64.21,0.349,8.624,44.63032,-81.5777,159.9087,450.0767,10.89116,1,0
Saugeen River 82,CSMI II August 2023,28,10.6051,0.6307,12.9799,149.506259,209.935,0.0322,99.9194,2485.8,12.511,0.50332,999.8559,284.729,27.452,0,74.48,0.367,8.589,44.63035,-81.5777,112.953,123.98,11.12089,3,0
Saugeen River 82,CSMI II August 2023,29,9.4258,0.5727,13.8128,144.768493,210.247,0.3596,99.1055,2486.2,11.055,0.44462,999.964,287.073,28.439,0,67.59,0.448,8.582,44.63035,-81.57769,131.6649,245.7025,11.43542,3,0
Saugeen River 82,CSMI II August 2023,30,8.8797,0.5698,14.1345,142.536614,210.347,0.4222,98.9501,2487.4,9.7617,0.39244,1000.01,289.511,29.408,0,80.74,0.425,8.571,44.63036,-81.57766,92.6264,100.6583,11.58673,2,0
Saugeen River 82,CSMI II August 2023,31,8.7325,0.4897,13.8901,141.965162,210.417,0.4994,98.7591,2486.3,8.9908,0.36161,1000.0255,291.942,30.407,0,56.49,0.398,8.557,44.63038,-81.57765,111.6836,155.7602,11.62774,3,0
Saugeen River 82,CSMI II August 2023,32,8.3739,0.5417,13.8896,140.597707,210.629,0.528,98.6888,2486.4,7.9784,0.32087,1000.0554,293.972,31.376,0,55.68,0.49,8.552,44.63038,-81.57764,74.0558,75.544,11.72881,2,0
Saugeen River 82,CSMI II August 2023,33,8.0445,0.5901,14.1416,139.263681,210.709,0.5588,98.6127,2487.4,7.2284,0.2906,1000.0813,296.485,32.369,0,54.21,0.366,8.561,44.63039,-81.57763,70.4031,60.7984,11.8232,2,0
Saugeen River 82,CSMI II August 2023,34,7.7978,0.6085,14.1328,138.310544,210.842,0.5255,98.6948,2486.9,6.4022,0.25743,1000.101,298.712,33.342,0,59.65,0.405,8.556,44.6304,-81.57761,67.4264,57.2028,11.89468,3,0
Saugeen River 82,CSMI II August 2023,35,7.402,0.5834,14.2642,136.774867,211.048,0.5412,98.6563,2483.9,5.6103,0.22588,1000.1281,301.007,34.336,0,51.96,0.457,8.548,44.6304,-81.5776,84.9212,81.3015,12.01095,1,0
Saugeen River 82,CSMI II August 2023,36,7.0952,0.6436,14.1645,135.641447,211.3,0.4269,98.9385,2485.3,4.9938,0.20093,1000.1484,303.395,35.3,0,60.99,0.386,8.522,44.6304,-81.5776,54.6451,41.7538,12.10255,3,0
Saugeen River 82,CSMI II August 2023,37,6.6526,0.7268,14.2181,134.019085,211.693,0.4069,98.9879,2486.1,4.3445,0.17476,1000.173,305.665,36.281,0,58,0.458,8.502,44.63041,-81.57758,60.1318,49.9574,12.2372,3,0
Saugeen River 82,CSMI II August 2023,38,6.4962,0.9402,14.1526,133.408472,211.776,0.4098,98.9808,2486.5,3.7486,0.15075,1000.1842,308.432,37.267,0,61.77,0.327,8.485,44.63042,-81.57755,61.0267,52.6111,12.28536,2,0
Saugeen River 82,CSMI II August 2023,39,6.3709,1.0531,14.0273,132.958181,211.903,0.3918,99.0254,2486.2,3.2775,0.13183,1000.194,311.368,38.25,0,56.43,0.286,8.463,44.63044,-81.57754,58.6686,49.5305,12.32395,3,0
Saugeen River 82,CSMI II August 2023,40,6.179,1.1437,14.0545,132.226488,212.034,0.4218,98.9512,2483.9,2.7947,0.11251,1000.2059,313.986,39.226,0,46.85,0.372,8.452,44.63044,-81.57751,58.9744,51.9885,12.38368,3,0
Saugeen River 82,CSMI II August 2023,41,6.1045,1.333,14.0418,131.960871,212.115,0.4469,98.8891,2482.8,2.3972,0.096552,1000.2132,316.7,40.208,0,45.32,0.387,8.432,44.63044,-81.5775,56.9228,51.4714,12.40702,3,0
Saugeen River 82,CSMI II August 2023,42,5.8953,1.4221,14.0313,131.292235,212.47,0.4671,98.839,2483.8,2.0371,0.082016,1000.2249,319.199,41.177,0,44.17,0.427,8.405,44.63046,-81.57748,56.1225,51.494,12.47302,2,0
Saugeen River 82,CSMI II August 2023,43,5.8288,1.5428,13.8972,131.050274,212.536,0.4141,98.9702,2483.9,1.7269,0.069525,1000.2318,321.827,42.17,0,42.78,0.36,8.371,44.63046,-81.57748,57.3228,53.2219,12.49411,2,0
Saugeen River 82,CSMI II August 2023,44,5.7476,1.5847,13.8359,130.748581,212.607,0.376,99.0644,2482,1.4418,0.05809,1000.239,324.13,43.149,0,41.92,0.415,8.358,44.63048,-81.57745,55.9871,52.7736,12.51997,3,0
Saugeen River 82,CSMI II August 2023,45,5.6671,1.6304,13.8006,130.448431,212.675,0.2837,99.2931,2482.1,1.1896,0.047927,1000.246,326.54,44.136,0,40.67,0.415,8.34,44.63048,-81.57743,55.2998,53.1294,12.54566,2,0
Saugeen River 82,CSMI II August 2023,46,5.6241,1.6221,13.7695,130.28205,212.703,0.2787,99.3057,2483.1,0.9531,0.038383,1000.252,328.716,45.104,0,39.87,0.454,8.325,44.63048,-81.57742,55.8525,54.1233,12.55943,2,0
Saugeen River 82,CSMI II August 2023,47,5.5628,1.5519,13.7456,130.079856,212.798,0.2354,99.4132,2483.3,0.76894,0.030964,1000.2584,331.278,46.094,0,38.48,0.38,8.305,44.63049,-81.57741,54.6239,53.5259,12.57913,3,0
Saugeen River 82,CSMI II August 2023,48,5.448,1.4319,13.6952,129.68077,212.945,0.0494,99.8767,2484.9,0.61527,0.024761,1000.2661,333.789,47.069,0,37.44,0.401,8.28,44.6305,-81.5774,54.6659,53.9483,12.6161,3,0
Saugeen River 82,CSMI II August 2023,49,5.3918,1.138,13.5887,129.474758,213.001,-0.2531,100.6353,2487.5,0.48499,0.019497,1000.2722,336.688,48.058,0,35.89,0.298,8.26,44.6305,-81.57739,54.704,53.7058,12.63431,2,0
Saugeen River 82,CSMI II August 2023,50,5.3381,1.0495,13.5513,129.269945,213.04,-0.4486,101.1277,2488.6,0.35715,0.014351,1000.2783,339.085,49.037,0,34.99,0.378,8.247,44.6305,-81.57737,54.6588,53.6721,12.65169,3,0
Saugeen River 82,CSMI II August 2023,51,5.2963,0.9901,13.515,129.114927,213.078,-0.592,101.4913,2485,0.25531,0.010273,1000.2841,341.591,50.011,0,33.95,0.408,8.237,44.63051,-81.57734,54.3087,53.6733,12.66528,3,0
Saugeen River 82,CSMI II August 2023,52,5.2396,0.9249,13.5071,128.910903,213.14,-0.6875,101.7338,2485.4,0.16632,0.006692,1000.2901,344.02,50.99,0,32.9,0.416,8.226,44.63052,-81.57733,54.7135,53.3495,12.68375,2,0
Saugeen River 82,CSMI II August 2023,53,5.2273,0.7988,13.4696,128.856304,213.136,-0.8446,102.134,2483.7,0.090135,0.0036292,1000.2952,346.704,51.988,0,31.45,0.35,8.215,44.63052,-81.57731,57.2445,56.1471,12.68777,2,0
Saugeen River 82,CSMI II August 2023,54,5.1764,0.7655,13.4424,128.683063,213.209,-0.8974,102.2692,2483.9,0.013576,0.00054657,1000.3011,349.02,52.956,0,30.63,0.386,8.205,44.63053,-81.5773,54.6417,54.0625,12.7044,3,0
Saugeen River 82,CSMI II August 2023,55,5.1305,0.7196,13.4337,128.538315,213.294,-1.0296,102.6077,2484.9,0.00221,0.000088974,1000.3068,351.534,53.935,0,29.47,0.395,8.197,44.63054,-81.57728,54.8664,53.5669,12.71943,3,0
Saugeen River 82,CSMI II August 2023,56,5.0873,0.6482,13.4224,128.362773,213.309,-1.0866,102.7537,2485.6,1.00E-12,4.02E-14,1000.3125,354.125,54.925,0,28.42,0.308,8.193,44.63054,-81.57728,55.0774,53.5782,12.7336,1,0
Saugeen River 82,CSMI II August 2023,57,5.0938,0.6329,13.3936,128.394465,213.315,-1.2192,103.095,2485.6,1.00E-12,4.02E-14,1000.3171,356.767,55.879,0,27.7,0.387,8.19,44.63057,-81.57727,55.9118,54.2072,12.73146,2,0
Saugeen River 82,CSMI II August 2023,58,5.0727,0.6255,13.3917,128.32655,213.351,-1.2845,103.2635,2483.5,1.00E-12,4.03E-14,1000.3223,360.337,56.882,0,26.29,0.294,8.179,44.63057,-81.57725,55.1482,53.2782,12.73839,4,0
Saugeen River 82,CSMI II August 2023,59,5.0408,0.6028,13.3767,128.175762,213.327,-1.3653,103.4721,2482.5,1.00E-12,4.03E-14,1000.3278,363.57,57.851,0,25.2,0.286,8.177,44.63058,-81.57724,54.6587,52.6692,12.74887,3,0
Saugeen River 82,CSMI II August 2023,60,4.9803,0.6308,13.4052,127.836547,213.192,-1.3725,103.4908,2482.1,1.00E-12,4.03E-14,1000.3336,366.416,58.839,0,24.2,0.346,8.18,44.6306,-81.57722,54.8806,52.9682,12.76881,4,0
Saugeen River 82,CSMI II August 2023,61,4.9713,0.6713,13.4591,127.76532,213.137,-1.3448,103.4193,2479.4,1.00E-12,4.03E-14,1000.3385,369.166,59.821,0,23.02,0.392,8.183,44.6306,-81.5772,54.7756,52.9733,12.77179,3,0
Saugeen River 82,CSMI II August 2023,62,4.9308,0.7063,13.5025,127.535034,213.042,-1.291,103.2802,2478.6,1.00E-12,4.03E-14,1000.3439,371.974,60.806,0,21.82,0.301,8.184,44.6306,-81.5772,55.3041,52.9729,12.78518,1,0
Saugeen River 82,CSMI II August 2023,63,4.9084,0.7478,13.4988,127.470552,213.093,-1.2217,103.1013,2483.1,1.00E-12,4.03E-14,1000.3492,374.582,61.78,0,20.82,0.385,8.18,44.63061,-81.57719,54.8911,53.3607,12.79256,3,0
Saugeen River 82,CSMI II August 2023,64,4.8611,0.6967,13.5211,127.375797,213.273,-1.1906,103.0214,2483.3,1.00E-12,4.03E-14,1000.3548,377.055,62.758,0,19.75,0.418,8.172,44.63062,-81.57717,55.0687,53.5797,12.80826,3,0
Saugeen River 82,CSMI II August 2023,65,4.795,0.6492,13.4718,127.096952,213.277,-1.1996,103.0443,2480.2,1.00E-12,4.03E-14,1000.3606,379.649,63.745,0,18.33,0.392,8.168,44.63062,-81.57716,54.8084,52.6223,12.83019,2,0
Saugeen River 82,CSMI II August 2023,66,4.782,0.6519,13.4681,127.06701,213.32,-1.1833,103.0025,2481.6,1.00E-12,4.03E-14,1000.3657,382.09,64.724,0,17.53,0.384,8.159,44.63064,-81.57715,55.4133,52.6759,12.83452,3,0
Saugeen River 82,CSMI II August 2023,67,4.7538,0.6458,13.4469,126.999219,213.408,-1.1873,103.0127,2483.7,1.00E-12,4.03E-14,1000.3709,384.245,65.701,0,16.62,0.479,8.154,44.63065,-81.57713,56.4159,54.0251,12.8439,2,0
Saugeen River 82,CSMI II August 2023,68,4.7571,0.6185,13.4342,127.055502,213.479,-1.2024,103.0518,2483.9,1.00E-12,4.03E-14,1000.3757,387.083,66.695,0,15.35,0.29,8.141,44.63066,-81.57712,53.5366,51.6669,12.84282,2,0
Saugeen River 82,CSMI II August 2023,69,4.6633,0.5365,13.3957,126.844545,213.8,-1.2726,103.2328,2483.9,1.00E-12,4.03E-14,1000.3819,389.042,67.668,0,14.49,0.445,8.127,44.63067,-81.57712,55.4956,52.9894,12.87413,3,0
Saugeen River 82,CSMI II August 2023,70,4.619,0.3418,13.3,126.74991,213.959,-1.3893,103.5343,2483.1,1.00E-12,4.03E-14,1000.3873,391.217,68.636,0,13.34,0.473,8.113,44.63068,-81.57712,55.763,53.2383,12.88896,2,0
Saugeen River 82,CSMI II August 2023,71,4.5952,0.2053,13.196,126.68967,214.03,-1.5063,103.8377,2479.8,1.00E-12,4.03E-14,1000.3925,393.996,69.63,0,12.14,0.348,8.101,44.6307,-81.57709,54.8245,52.9739,12.89693,3,0
Saugeen River 82,CSMI II August 2023,72,4.5852,0.1573,13.1508,126.667048,214.064,-1.5165,103.8638,2478.3,1.00E-12,4.04E-14,1000.3974,396.627,70.611,0,11.16,0.359,8.094,44.6307,-81.57708,55.3933,52.6266,12.9003,3,0
Saugeen River 82,CSMI II August 2023,73,4.5623,0.1236,13.1318,126.59558,214.109,-1.6942,104.3268,2479.3,1.00E-12,4.03E-14,1000.4025,399.108,71.589,0,10.24,0.412,8.086,44.63072,-81.57706,55.4399,53.0369,12.90797,2,0
Saugeen River 82,CSMI II August 2023,74,4.5522,0.0975,13.1129,126.56593,214.131,-1.8534,104.7426,2478.1,1.00E-12,4.04E-14,1000.4075,401.806,72.57,0,9.16,0.352,8.08,44.63072,-81.57704,55.7714,53.0789,12.91136,3,0
Saugeen River 82,CSMI II August 2023,75,4.5411,0.0862,13.1048,126.519625,214.134,-1.9427,104.9767,2474.9,1.00E-12,4.04E-14,1000.4124,404.103,73.545,0,8.42,0.45,8.08,44.63072,-81.57703,56.1079,52.8685,12.9151,2,0
Saugeen River 82,CSMI II August 2023,76,4.5444,0.0746,13.0914,126.542661,214.149,-1.9336,104.9527,2471.8,1.00E-12,4.05E-14,1000.4172,407.353,74.547,0,7.94,0.203,8.074,44.63072,-81.57702,55.4694,51.7701,12.91398,2,0
Saugeen River 82,CSMI II August 2023,77,4.5244,0.0875,13.1075,126.458468,214.151,-2.0085,105.1494,2470.3,1.00E-12,4.05E-14,1000.4223,409.246,75.508,0,6.36,0.447,8.076,44.63073,-81.57702,55.1859,52.0868,12.92073,3,0
Saugeen River 82,CSMI II August 2023,78,4.5099,0.0778,13.1057,126.404647,214.166,-2.0096,105.1524,2468.3,1.00E-12,4.05E-14,1000.4272,411.903,76.494,0,81.34,0.384,8.068,44.63075,-81.577,55.6238,52.8516,12.92562,3,0
Saugeen River 82,CSMI II August 2023,79,4.4782,0.0523,13.1014,126.292904,214.206,-2.0601,105.285,2464.9,1.00E-12,4.06E-14,1000.4324,419.047,77.472,0,0.69,0.083,8.07,44.63078,-81.57696,55.4958,52.2124,12.93629,10,0
Saugeen River 82,CSMI II August 2023,80,4.3894,0.0453,13.0885,126.010864,214.374,-2.0557,105.2736,2462.6,1.00E-12,4.06E-14,1000.4381,424.257,78.454,0,3.35,0.232,8.062,44.6308,-81.57694,55.3963,52.3598,12.96632,4,0
Saugeen River 82,CSMI II August 2023,81,4.3253,-0.0472,12.9815,125.816399,214.51,-1.8715,104.7959,2453.2,1.00E-12,4.08E-14,1000.4435,460.4,79.428,0,1.25,-0.077,8.042,44.63093,-81.57677,55.891,52.2146,12.98803,33,0
Spanish River 18,CSMI II August 2023,1,20.3347,0.3601,9.1006,149.469928,164.834,5.9488,86.2503,2350.3,308.68,13.133,998.2017,14.171,0.981,0,20.05,0.396,8.731,46.13107,-82.76082,-98.9212,0.0104,9.02799,2,0
Spanish River 18,CSMI II August 2023,2,20.28,0.3043,10.1006,149.436106,164.996,2.5158,93.9782,2349.4,176.19,7.4989,998.2177,16.209,1.962,0,19.23,0.47,8.571,46.13106,-82.76082,-98.7967,0.0104,9.03777,2,0
