Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
Boot Island 73,CSMI II August 2023,37,5.0167,1.7188,13.5757,122.985341,204.854,0.3026,99.2466,2225.6,1.00E-12,4.49E-14,1000.2191,384.87,36.286,0,40.17,0.327,8.411,45.8549,-84.25687,60.2662,50.9177,12.75714,3,0
Boot Island 73,CSMI II August 2023,38,4.9127,1.7186,13.5598,122.806297,205.267,0.1724,99.5699,2226.4,1.00E-12,4.49E-14,1000.2258,388.007,37.265,0,39.13,0.306,8.403,45.85491,-84.25688,60.2768,52.0042,12.79148,3,0
Boot Island 73,CSMI II August 2023,39,4.831,1.8313,13.5654,122.672083,205.604,0.1104,99.7245,2224.6,1.00E-12,4.50E-14,1000.2319,390.968,38.246,0,38.12,0.336,8.39,45.85492,-84.25688,59.9546,51.6145,12.81852,3,0
Boot Island 73,CSMI II August 2023,40,4.7605,1.8458,13.5327,122.47475,205.759,0.0145,99.9637,2225.1,1.00E-12,4.49E-14,1000.2378,393.905,39.226,0,37.07,0.34,8.377,45.85492,-84.25688,59.8724,51.9785,12.84199,3,0
Boot Island 73,CSMI II August 2023,41,4.7053,1.8759,13.5043,122.458088,206.113,-0.0069,100.0173,2225.7,1.00E-12,4.49E-14,1000.2434,396.798,40.208,0,36.01,0.338,8.363,45.85492,-84.25688,60.2493,51.9038,12.86038,3,0
Boot Island 73,CSMI II August 2023,42,4.6764,1.7504,13.4669,122.502441,206.389,-0.1145,100.2868,2221.7,1.00E-12,4.50E-14,1000.2488,399.625,41.187,0,34.93,0.347,8.353,45.85493,-84.25688,60.633,51.7233,12.87003,3,0
Boot Island 73,CSMI II August 2023,43,4.643,1.6308,13.4464,122.447511,206.529,-0.2636,100.6614,2224.3,1.00E-12,4.50E-14,1000.254,402.781,42.168,0,33.87,0.304,8.342,45.85493,-84.25688,60.1556,51.5185,12.88122,3,0
Boot Island 73,CSMI II August 2023,44,4.5484,1.5422,13.4425,122.373817,207.066,-0.3471,100.8717,2218.5,1.00E-12,4.51E-14,1000.26,406.122,43.15,0,32.79,0.291,8.334,45.85492,-84.25688,61.0457,53.0611,12.91295,3,0
Boot Island 73,CSMI II August 2023,45,4.4577,1.5309,13.4263,122.287959,207.558,-0.4917,101.2369,2212.7,1.00E-12,4.52E-14,1000.2659,409.406,44.131,0,31.75,0.294,8.325,45.85492,-84.25687,60.8114,51.2665,12.94348,4,0
Boot Island 73,CSMI II August 2023,46,4.3625,1.3869,13.4244,122.133561,207.968,-0.6331,101.5954,2212.9,1.00E-12,4.52E-14,1000.2716,412.768,45.109,0,30.72,0.281,8.312,45.85492,-84.25686,60.3879,50.9491,12.97569,3,0
Boot Island 73,CSMI II August 2023,47,4.1637,1.2907,13.3739,122.213354,209.523,-0.8931,102.2586,2218.2,1.00E-12,4.51E-14,1000.2781,416.827,46.092,0,29.62,0.23,8.291,45.8549,-84.25684,61.3817,52.6874,13.04335,4,0
Boot Island 73,CSMI II August 2023,48,4.0581,0.5594,13.2399,122.241809,210.333,-1.5053,103.8346,2221.1,1.00E-12,4.50E-14,1000.2837,420.865,47.072,0,28.6,0.251,8.261,45.8549,-84.25684,61.3609,50.9391,13.0795,4,0
Boot Island 73,CSMI II August 2023,49,4.0494,0.3718,13.1808,122.219512,210.358,-1.7577,104.4922,2223,1.00E-12,4.50E-14,1000.2885,424.495,48.052,0,27.57,0.274,8.249,45.8549,-84.25681,62.0261,51.6636,13.08253,4,0
Boot Island 73,CSMI II August 2023,50,4.0398,0.2919,13.1666,122.207565,210.407,-1.8639,104.77,2226.4,1.00E-12,4.49E-14,1000.2934,427.995,49.034,0,26.24,0.282,8.241,45.8549,-84.2568,60.6043,50.3611,13.08582,3,0
Boot Island 73,CSMI II August 2023,51,4.037,0.2867,13.1622,122.207562,210.426,-1.9773,105.0675,2226.3,1.00E-12,4.49E-14,1000.2982,431.364,50.015,0,25.5,0.289,8.237,45.8549,-84.25679,62.4278,51.218,13.08676,3,0
Boot Island 73,CSMI II August 2023,52,4.0313,0.2584,13.1641,122.191744,210.441,-1.9433,104.9782,2226,1.00E-12,4.49E-14,1000.3031,434.544,50.994,0,24.44,0.307,8.233,45.85488,-84.25677,61.4062,50.4934,13.08874,4,0
Boot Island 73,CSMI II August 2023,53,4.024,0.2352,13.1588,122.189472,210.49,-1.9931,105.1091,2228.9,1.00E-12,4.49E-14,1000.308,437.649,51.975,0,23.42,0.322,8.228,45.85488,-84.25676,61.4896,51.162,13.09127,3,0
Boot Island 73,CSMI II August 2023,54,4.013,0.2082,13.1495,122.179399,210.553,-2.0285,105.2022,2223,1.00E-12,4.50E-14,1000.3129,440.667,52.955,0,22.39,0.33,8.225,45.85488,-84.25676,60.9912,50.545,13.09505,3,0
Boot Island 73,CSMI II August 2023,55,4.0121,0.1732,13.1306,122.171728,210.546,-2.101,105.3929,2220.7,1.00E-12,4.50E-14,1000.3177,443.634,53.936,0,21.28,0.331,8.222,45.85488,-84.25676,61.2139,50.2058,13.09534,3,0
Boot Island 73,CSMI II August 2023,56,4.0087,0.1726,13.1213,122.170842,210.569,-2.12,105.4429,2219.5,1.00E-12,4.51E-14,1000.3226,446.528,54.918,0,20.02,0.339,8.219,45.85488,-84.25674,62.1453,50.5685,13.09652,3,0
Boot Island 73,CSMI II August 2023,57,4.0041,0.1604,13.1335,122.172584,210.606,-2.1305,105.4706,2221.6,1.00E-12,4.50E-14,1000.3274,449.35,55.896,0,19.19,0.351,8.217,45.85487,-84.25674,61.2407,50.1113,13.0981,2,0
Boot Island 73,CSMI II August 2023,58,4.003,0.1448,13.1184,122.162798,210.597,-2.121,105.4456,2211.7,1.00E-12,4.52E-14,1000.3323,452.194,56.88,0,18.26,0.345,8.215,45.85486,-84.25674,61.6984,50.3824,13.09848,3,0
Boot Island 73,CSMI II August 2023,59,4.0019,0.1414,13.1291,122.163522,210.606,-2.1836,105.6109,2204.4,1.00E-12,4.54E-14,1000.3372,454.939,57.859,0,17.22,0.356,8.212,45.85485,-84.2567,60.943,49.7161,13.09886,3,0
Boot Island 73,CSMI II August 2023,60,4.0015,0.139,13.1102,122.173011,210.625,-2.1581,105.5436,2202.4,1.00E-12,4.54E-14,1000.342,457.576,58.838,0,16.16,0.377,8.212,45.85484,-84.25669,61.0538,49.9432,13.099,2,0
Boot Island 73,CSMI II August 2023,61,4.0014,0.1415,13.1247,122.174737,210.629,-2.2153,105.6947,2206.3,1.00E-12,4.53E-14,1000.3468,460.212,59.822,0,15.02,0.378,8.208,45.85484,-84.25668,62.7718,50.8199,13.09905,3,0
Boot Island 73,CSMI II August 2023,62,4.0007,0.1238,13.1033,122.184703,210.651,-2.2028,105.6615,2210.8,1.00E-12,4.52E-14,1000.3517,462.748,60.802,0,14.18,0.38,8.207,45.85484,-84.25668,61.5637,50.0131,13.09928,2,0
Boot Island 73,CSMI II August 2023,63,4.0001,0.0944,13.119,122.181876,210.65,-2.2191,105.7045,2221,1.00E-12,4.50E-14,1000.3565,465.118,61.781,0,13.19,0.414,8.207,45.85484,-84.25666,61.2344,49.9783,13.09947,3,0
Boot Island 73,CSMI II August 2023,64,4.0004,0.1053,13.12,122.178145,210.642,-2.2667,105.8303,2210.8,1.00E-12,4.52E-14,1000.3613,467.602,62.764,0,12.19,0.389,8.207,45.85484,-84.25665,61.5501,49.6428,13.09938,2,0
Boot Island 73,CSMI II August 2023,65,4.0006,0.1184,13.1186,122.174674,210.634,-2.2557,105.8011,2219.2,1.00E-12,4.51E-14,1000.3662,469.968,63.742,0,11.14,0.404,8.204,45.85484,-84.25664,62.2217,50.0717,13.09931,3,0
Boot Island 73,CSMI II August 2023,66,4.0011,0.1069,13.1085,122.180917,210.642,-2.2777,105.8594,2219.3,1.00E-12,4.51E-14,1000.3711,472.56,64.724,0,10.09,0.381,8.204,45.85482,-84.25663,61.4664,50.077,13.09915,3,0
Boot Island 73,CSMI II August 2023,67,4.0002,0.1113,13.1155,122.188866,210.662,-2.2867,105.8832,2211.8,1.00E-12,4.52E-14,1000.376,475.33,65.706,0,9.13,0.35,8.202,45.85482,-84.25662,61.2971,49.9457,13.09944,2,0
Boot Island 73,CSMI II August 2023,68,3.9998,0.1008,13.1048,122.189377,210.666,-2.2924,105.8983,2214,1.00E-12,4.52E-14,1000.3808,477.898,66.686,0,8.12,0.375,8.201,45.85482,-84.25662,61.7237,49.9815,13.09958,3,0
Boot Island 73,CSMI II August 2023,69,3.9996,0.1048,13.1005,122.189389,210.667,-2.298,105.9133,2211.3,1.00E-12,4.52E-14,1000.3856,480.443,67.664,0,7.13,0.398,8.202,45.85482,-84.2566,62.1397,50.4936,13.09965,2,0
Boot Island 73,CSMI II August 2023,70,3.9998,0.0912,13.0993,122.189401,210.666,-2.3148,105.9578,2214.7,1.00E-12,4.52E-14,1000.3904,483.003,68.648,0,6.12,0.387,8.199,45.85482,-84.2566,61.5786,50.1703,13.09959,3,0
Boot Island 73,CSMI II August 2023,71,3.9999,0.0975,13.0856,122.204684,210.692,-2.3148,105.9578,2201,1.00E-12,4.54E-14,1000.3953,485.306,69.625,0,5.15,0.427,8.198,45.85482,-84.25661,61.7669,50.8764,13.09955,2,0
Boot Island 73,CSMI II August 2023,72,3.999,0.098,13.0875,122.199679,210.689,-2.3085,105.941,2211.8,1.00E-12,4.52E-14,1000.4002,487.783,70.609,0,4.08,0.388,8.197,45.85482,-84.25662,61.2252,49.3166,13.09985,2,0
Boot Island 73,CSMI II August 2023,73,4.0011,0.1147,13.0817,122.218493,210.706,-2.2804,105.8667,2213.9,1.00E-12,4.52E-14,1000.405,514.716,71.588,0,2.6,0.007,8.192,45.85489,-84.25668,61.6931,50.0333,13.09913,50,0
French River 18,CSMI II August 2023,1,19.3007,0.0912,9.0502,165.742993,187.046,24.6573,65.2168,2311.8,350.33,15.15,998.421,25.698,0.982,0,11.2,0.275,9.158,45.791,-81.01506,-99.0847,0.0103,9.21536,2,0
French River 18,CSMI II August 2023,2,19.1812,0.0912,9.6869,165.48735,187.263,-1.6479,102.9388,2312.6,172.36,7.4524,998.4493,27.58,1.956,0,10.34,0.532,8.561,45.791,-81.01505,-98.5104,0.0105,9.23752,2,0
French River 18,CSMI II August 2023,3,19.1034,0.0761,10.8952,165.052474,187.1,-0.4779,101.206,2313.5,154.4,6.6738,998.4691,29.702,2.946,0,9.41,0.459,8.564,45.791,-81.01504,-99.2069,0.0103,9.25201,2,0
French River 18,CSMI II August 2023,4,19.1061,-0.0014,12.2997,164.48967,186.451,-0.6845,101.7275,2320.7,117.83,5.0796,998.4729,37.226,3.923,0,8.29,0.182,8.561,45.79101,-81.01503,-5.3594,26.9508,9.25153,19,0
French River 18,CSMI II August 2023,5,19.0818,0.0087,10.9446,165.027125,187.164,-0.6961,101.7555,2311.8,91.694,3.9664,998.4824,130.698,4.903,0,7.02,0.003,8.559,45.79109,-81.01489,66.9286,43.8911,9.25604,147,0
French River 18,CSMI II August 2023,6,19.0455,0.1062,9.1605,165.214856,187.531,-0.7499,101.8925,2312,77.774,3.3639,998.4942,240.821,5.883,0,6.02,0.289,8.549,45.79119,-81.01473,63.0674,40.751,9.26281,3,0
French River 18,CSMI II August 2023,7,19.0292,0.116,9.2775,165.140191,187.515,-0.7877,101.9887,2311.2,64.823,2.8048,998.5019,237.692,6.866,0,5.04,0.282,8.552,45.79118,-81.01474,63.0614,40.6116,9.26587,4,0
French River 18,CSMI II August 2023,8,19.0162,0.1462,9.2807,165.096693,187.521,-0.7077,101.7852,2310.2,58.095,2.5149,998.5089,241.033,7.845,0,4.06,0.301,8.551,45.79119,-81.01473,62.3868,40.2881,9.26829,3,0
French River 18,CSMI II August 2023,9,19.0165,0.1052,9.3172,165.099027,187.523,-0.7618,101.9229,2314.6,48.303,2.0869,998.5134,292.335,8.826,0,2.77,0.021,8.555,45.79125,-81.01465,62.8956,40.617,9.26824,104,0
French River 46,CSMI II August 2023,1,19.1953,0.1049,9.3389,147.432086,166.969,8.3207,85.7366,2265.4,341.82,15.089,998.4345,18.069,0.984,0,38.15,0.235,8.611,45.69682,-81.08892,-98.8548,0.0104,9.23561,3,0
French River 46,CSMI II August 2023,2,19.0422,0.1049,10.2546,165.011626,187.355,0.3939,100.0078,2265.4,189.73,8.3753,998.4767,20.141,1.96,0,40.18,0.459,8.597,45.69682,-81.08892,-98.6862,0.0104,9.26348,2,0
French River 46,CSMI II August 2023,3,18.9458,0.1107,11.4032,168.042833,191.173,-1.0107,102.559,2265.4,143.97,6.3551,998.5014,22.202,2.942,0,41.3,0.479,8.583,45.69682,-81.0889,-98.7608,0.0104,9.28138,2,0
French River 46,CSMI II August 2023,4,18.9189,0.0876,10.0512,168.017723,191.262,-0.8908,102.2542,2265.4,115.93,5.1175,998.5113,25.678,3.922,0,40.41,0.266,8.576,45.69682,-81.0889,-45.0384,19.8418,9.28644,7,0
French River 46,CSMI II August 2023,5,18.9117,0.0624,10.4545,167.357334,190.542,-0.996,102.5209,2269.1,88.693,3.9086,998.5169,137.877,4.903,0,38.86,-0.004,8.556,45.69682,-81.08878,70.8824,44.9722,9.28781,164,0
French River 46,CSMI II August 2023,6,18.8867,0.0469,9.3634,166.957705,190.195,-1.0136,102.5664,2275.4,75.262,3.3078,998.5262,233.276,5.884,0,38.06,0.316,8.543,45.6968,-81.08871,65.8163,42.7078,9.2925,3,0
French River 46,CSMI II August 2023,7,18.8737,0.0709,9.2973,166.876397,190.159,-0.9698,102.4541,2275.9,70.418,3.0941,998.5332,243.775,6.865,0,37.09,0.33,8.542,45.6968,-81.0887,64.017,40.8905,9.29495,3,0
French River 46,CSMI II August 2023,8,18.8628,0.077,9.3018,166.842563,190.167,-1.0006,102.5329,2276.9,58.836,2.5841,998.5398,246.701,7.846,0,36.02,0.324,8.542,45.6968,-81.0887,64.2249,40.8215,9.29699,3,0
French River 46,CSMI II August 2023,9,18.8518,0.0974,9.3049,166.808779,190.176,-0.9877,102.4998,2275.9,53.139,2.3349,998.5465,249.424,8.823,0,35.1,0.373,8.544,45.6968,-81.0887,63.9891,41.122,9.29908,2,0
French River 46,CSMI II August 2023,10,18.8439,0.0755,9.3102,166.781372,190.179,-0.9766,102.4714,2277.8,46.003,2.0196,998.5525,252.253,9.809,0,34.05,0.347,8.544,45.6968,-81.0887,65.9077,42.4263,9.30055,3,0
French River 46,CSMI II August 2023,11,18.8328,0.0383,9.316,166.759099,190.203,-0.9629,102.4365,2277.6,40.485,1.7775,998.5592,254.865,10.788,0,33.07,0.373,8.547,45.6968,-81.0887,64.3313,41.0399,9.30265,3,0
French River 46,CSMI II August 2023,12,18.8262,0.0758,9.3052,166.729251,190.196,-0.9126,102.3078,2277.6,36.049,1.5827,998.565,257.586,11.767,0,32.01,0.356,8.547,45.6968,-81.0887,64.1952,41.0438,9.30388,3,0
French River 46,CSMI II August 2023,13,18.8216,0.1027,9.3041,166.721331,190.208,-0.9533,102.4119,2277.6,31.862,1.3989,998.5704,260.717,12.748,0,30.94,0.313,8.547,45.6968,-81.0887,64.1103,41.0544,9.30476,3,0
French River 46,CSMI II August 2023,14,18.8166,0.1834,9.323,166.692693,190.197,-0.9584,102.4249,2277.6,28.01,1.2298,998.5758,263.87,13.731,0,29.96,0.311,8.547,45.6968,-81.0887,63.6354,40.5425,9.30569,3,0
French River 46,CSMI II August 2023,15,18.8095,0.2546,9.3233,166.68045,190.213,-0.9508,102.4055,2277.6,24.982,1.0969,998.5817,266.968,14.711,0,28.9,0.315,8.549,45.6968,-81.0887,64.9027,41.3651,9.30703,3,0
French River 46,CSMI II August 2023,16,18.7973,0.3083,9.3183,166.662427,190.246,-0.9544,102.4148,2278.2,21.589,0.94764,998.5887,269.908,15.691,0,27.89,0.322,8.547,45.6968,-81.0887,63.8909,40.842,9.30934,3,0
French River 46,CSMI II August 2023,17,18.6826,0.3182,9.3523,166.31274,190.346,-0.9615,102.4327,2278.2,19.783,0.86836,998.6153,272.697,16.671,0,26.91,0.368,8.548,45.6968,-81.0887,64.8831,41.8162,9.33103,3,0
French River 46,CSMI II August 2023,18,18.2748,0.3753,9.4396,164.897494,190.504,-0.9397,102.3769,2278.5,17.552,0.77033,998.6976,275.677,17.653,0,25.86,0.307,8.55,45.6968,-81.0887,66.9157,44.5829,9.40878,2,0
French River 46,CSMI II August 2023,19,16.7012,0.3938,9.8021,158.256186,189.728,-0.9432,102.386,2278.8,15.515,0.68085,998.9827,278.21,18.63,0,24.92,0.385,8.554,45.6968,-81.0887,72.2592,48.5955,9.72142,3,0
French River 46,CSMI II August 2023,20,15.1477,0.4996,10.497,151.978496,189.256,-0.8373,102.1154,2279.4,13.667,0.59961,999.239,280.95,19.614,0,23.84,0.365,8.548,45.6968,-81.0887,105.0538,90.097,10.04743,3,0
French River 46,CSMI II August 2023,21,13.5734,0.6548,11.042,145.480901,188.561,-0.6076,101.5304,2279.4,11.763,0.51608,999.4702,283.549,20.594,0,22.88,0.375,8.536,45.6968,-81.0887,99.5156,83.8748,10.39804,2,0
French River 46,CSMI II August 2023,22,12.0906,0.6945,11.5077,140.433614,189.299,-0.5637,101.4193,2280,9.9999,0.43861,999.6593,286.099,21.575,0,21.83,0.385,8.514,45.6968,-81.0887,101.7913,86.7078,10.75031,3,0
French River 46,CSMI II August 2023,23,10.0048,0.7218,12.0218,132.583068,189.371,-0.4979,101.2529,2279.4,8.3028,0.36426,999.8798,288.64,22.557,0,20.53,0.386,8.485,45.6968,-81.08868,92.6845,72.4506,11.27978,2,0
French River 46,CSMI II August 2023,24,9.3195,0.8087,12.3157,130.398134,189.965,-0.6143,101.5477,2280.6,6.921,0.30348,999.9415,291.054,23.537,0,19.73,0.392,8.455,45.6968,-81.08868,99.2331,81.4328,11.46523,3,0
French River 46,CSMI II August 2023,25,9.2122,0.9069,12.4209,130.065899,190.075,-0.7778,101.9636,2280.3,5.7652,0.25283,999.9546,293.239,24.514,0,18.85,0.469,8.433,45.6968,-81.08868,98.5942,81.0671,11.49471,2,0
French River 46,CSMI II August 2023,26,8.99,0.9767,12.4488,129.379628,190.308,-0.7316,101.846,2281.1,4.7788,0.2095,999.9763,295.86,25.496,0,17.73,0.368,8.422,45.6968,-81.08868,70.5666,46.6317,11.55607,3,0
French River 46,CSMI II August 2023,27,8.7045,0.8971,12.4862,128.592401,190.752,-0.7423,101.8731,2281.1,3.9096,0.17139,1000.002,300.187,26.478,0,16.46,0.196,8.409,45.6968,-81.08868,71.24,47.4552,11.63572,5,0
French River 46,CSMI II August 2023,28,8.5015,0.9121,12.4696,127.92937,190.919,-0.8463,102.1384,2281.1,3.271,0.14339,1000.0209,304.638,27.461,0,15.54,0.225,8.388,45.6968,-81.08868,66.5926,42.5903,11.69292,4,0
French River 46,CSMI II August 2023,29,8.3193,0.8864,12.4681,127.383501,191.144,-0.9164,102.3174,2281.1,2.705,0.11858,1000.0379,308.732,28.439,0,14.59,0.237,8.37,45.6968,-81.08866,64.2088,40.8001,11.74471,4,0
French River 46,CSMI II August 2023,30,7.8497,0.8416,12.5027,126.030763,191.818,-0.9692,102.4526,2282,2.2576,0.098928,1000.0722,312.66,29.419,0,13.56,0.256,8.351,45.6968,-81.08866,64.4103,42.0589,11.88004,4,0
French River 46,CSMI II August 2023,31,7.5638,0.7211,12.5387,125.236857,192.285,-1.0212,102.5859,2282,1.8594,0.081482,1000.0933,316.474,30.401,0,12.42,0.269,8.332,45.69679,-81.08866,64.5898,43.0362,11.96391,4,0
French River 46,CSMI II August 2023,32,7.3282,0.489,12.5223,124.586546,192.68,-1.1698,102.9679,2282.9,1.542,0.067547,1000.1108,320.124,31.379,0,11.59,0.273,8.313,45.69678,-81.08866,67.1196,45.7928,12.03357,3,0
French River 46,CSMI II August 2023,33,7.2376,0.3537,12.5133,124.31205,192.796,-1.4668,103.7358,2282.9,1.2601,0.055199,1000.1202,323.605,32.362,0,10.54,0.286,8.298,45.69678,-81.08866,65.2092,44.5484,12.06059,4,0
French River 46,CSMI II August 2023,34,7.2077,0.3058,12.4885,124.211948,192.819,-1.7906,104.5785,2283.5,1.036,0.045369,1000.1265,326.979,33.343,0,9.55,0.284,8.287,45.69678,-81.08866,63.3816,43.5973,12.06954,3,0
French River 46,CSMI II August 2023,35,7.191,0.3105,12.481,124.150291,192.824,-2.0204,105.1805,2283.5,0.82934,0.036319,1000.1321,330.316,34.323,0,8.61,0.287,8.28,45.69678,-81.08866,63.46,44.3236,12.07453,3,0
French River 46,CSMI II August 2023,36,7.139,0.3201,12.4959,123.997405,192.897,-2.0152,105.1671,2284.1,0.65135,0.028517,1000.1394,333.318,35.304,0,7.94,0.34,8.276,45.69678,-81.08866,62.371,44.6229,12.09012,3,0
French River 46,CSMI II August 2023,37,6.9635,0.3245,12.5219,123.488739,193.162,-2.0049,105.14,2284.7,0.49062,0.021474,1000.1526,336.502,36.285,0,34.02,0.308,8.264,45.69678,-81.08864,63.5198,46.067,12.14301,3,0
French River 46,CSMI II August 2023,38,6.8545,0.2845,12.5184,123.197295,193.366,-2.0005,105.1284,2284.6,0.34576,0.015134,1000.1625,340.552,37.265,0,58.78,0.191,8.25,45.69678,-81.08864,65.2226,49.2449,12.17607,6,0
French River 46,CSMI II August 2023,39,6.7173,0.3361,12.5562,122.828477,193.624,-1.9881,105.0959,2285.9,0.21947,0.0096012,1000.1729,353.621,38.246,0,33.8,0.059,8.237,45.69679,-81.08863,64.6971,49.9861,12.21828,23,0
French River 46,CSMI II August 2023,40,6.0846,0.4423,12.7757,121.077346,194.737,-1.8412,104.7104,2288.3,0.097765,0.004271,1000.2037,389.767,39.226,0,23.03,0.017,8.213,45.6968,-81.0886,63.7957,48.9687,12.41298,26,0
French River 5,CSMI II August 2023,1,21.0355,-0.0214,7.7601,75.10148,83.724,0.7914,99.0433,2326.6,250.94,10.796,998.0173,16.993,0.982,0,55.96,0.184,12.313,45.88713,-80.9707,-98.9161,0.0104,8.91115,6,0
French River 5,CSMI II August 2023,2,19.4817,-0.0176,8.3325,163.838986,183.205,2.1021,94.691,2331.7,-5.184,-0.2279,998.391,34.131,1.966,0,10.31,0.495,7.972,45.88717,-80.97063,-98.6099,0.0105,9.18003,2,0
French River 5,CSMI II August 2023,3,19.6608,-0.0103,9.2459,150.192134,168.13,1.4731,96.3835,2335,23.546,1.0083,998.3509,33.82,2.942,0,16.17,0.494,8.577,45.88716,-80.97064,-98.7985,0.0105,9.1496,2,0
French River 5,CSMI II August 2023,4,19.4053,0.0839,10.4436,149.848758,168.711,1.8103,95.576,2336.5,30.404,1.3013,998.4072,35.821,3.92,0,15.26,0.49,8.569,45.88716,-80.97064,-98.2121,0.0106,9.19647,2,0
French River 5,CSMI II August 2023,5,19.3426,0.493,9.0003,138.304644,155.945,1.5957,96.0897,2321.8,45.634,1.966,998.4196,135.742,4.903,0,13.29,-0.037,8.565,45.88735,-80.97065,76.9672,52.8317,9.20839,179,0
French River 5,CSMI II August 2023,6,19.0931,0.683,9.2809,153.701859,174.298,1.526,96.2571,2317.4,35.739,1.5421,998.4796,257.911,5.884,0,11.71,0.354,8.552,45.88751,-80.97078,63.7183,45.488,9.25455,3,0
French River 5,CSMI II August 2023,7,18.0666,0.6038,9.3681,158.292274,183.758,1.19,97.0691,2317.8,26.409,1.1394,998.6843,263.508,6.865,0,10.63,0.38,8.535,45.88752,-80.97078,93.1307,92.4433,9.44919,2,0
French River 5,CSMI II August 2023,8,17.3862,0.4611,9.6529,157.153394,185.371,0.3694,99.0844,2317.8,21.068,0.90894,998.8123,266.07,7.846,0,9.59,0.384,8.519,45.88752,-80.97078,69.5679,48.4865,9.58325,3,0
French River 5,CSMI II August 2023,9,15.6555,0.3872,9.9319,152.338058,187.33,-0.231,100.5783,2317.8,16.858,0.72733,999.111,268.666,8.827,0,8.69,0.374,8.495,45.88752,-80.97078,82.7079,62.2712,9.93727,2,0
French River 5,CSMI II August 2023,10,14.5951,0.4199,10.3857,148.853491,187.953,-0.4934,101.2412,2317.8,14.156,0.61076,999.2767,271.045,9.806,0,7.84,0.413,8.466,45.88752,-80.97077,94.8585,77.2612,10.16731,3,0
French River 5,CSMI II August 2023,11,14.5131,0.3617,10.6773,148.50458,187.902,-0.5942,101.4968,2317.8,11.666,0.50331,999.2932,273.637,10.788,0,6.85,0.366,8.454,45.88754,-80.97076,68.4814,46.316,10.18552,2,0
French River 5,CSMI II August 2023,12,14.1915,0.3705,10.6804,147.544272,188.218,-0.7913,101.9976,2317.8,9.7179,0.41926,999.344,276.699,11.761,0,5.19,0.296,8.446,45.88754,-80.97076,71.2473,48.9222,10.25721,3,0
French River 82,CSMI II August 2023,1,18.0936,0.0409,9.1663,38.653592,44.548,-1.861,106.0535,2058,301.86,14.667,998.6045,9.046,0.981,0,94.71,0.059,6.031,45.48252,-81.23178,-98.6748,0.0104,9.44757,17,0
French River 82,CSMI II August 2023,2,18.493,0.0646,9.532,176.904435,203.406,-0.749,101.8487,2057.4,84.177,4.0917,998.5886,17.779,1.966,0,65.43,0.443,6.812,45.48254,-81.23178,-98.404,0.0106,9.36666,2,0
French River 82,CSMI II August 2023,3,18.481,0.1195,10.5457,172.565062,198.417,-1.2117,103.0753,2055.6,75.401,3.6682,998.5937,19.532,2.943,0,99.24,0.499,7.55,45.48254,-81.23178,-99.1572,0.0103,9.36911,2,0
French River 82,CSMI II August 2023,4,18.4806,0.0047,11.5228,172.581057,198.437,-1.2761,103.2416,2059.2,57.698,2.8019,998.5983,21.581,3.931,0,75.2,0.478,7.852,45.48256,-81.23178,-98.256,0.0106,9.36918,2,0
French River 82,CSMI II August 2023,5,18.4909,0.1968,12.0351,116.833786,134.317,-1.3006,103.3053,2062.3,53.683,2.603,998.5781,61.38,4.902,0,87.83,-0.03,8.368,45.48264,-81.23173,71.516,42.4897,9.36888,70,0
French River 82,CSMI II August 2023,6,18.4457,-0.1439,8.8144,200.764243,230.988,-1.0955,102.7765,2066.4,45.891,2.2204,998.6255,210.538,5.881,0,83.85,0.029,8.51,45.48301,-81.23152,67.1058,39.7681,9.375,112,0
French River 82,CSMI II August 2023,7,18.39,-0.0509,9.5065,171.934476,198.106,-1.3542,103.4436,2068.5,44.31,2.142,998.6289,259.654,6.857,0,67.44,0.413,8.487,45.48294,-81.23135,62.292,38.6968,9.3865,2,0
French River 82,CSMI II August 2023,8,18.306,-0.0212,9.5025,171.919242,198.474,-1.3665,103.4752,2069.6,34.15,1.65,998.6494,268.134,7.848,0,100.46,0.351,8.49,45.48294,-81.23133,61.7136,38.361,9.40261,3,0
French River 82,CSMI II August 2023,9,18.2086,0.0065,9.5425,172.072525,199.099,-1.3385,103.403,2070.7,31.648,1.5284,998.6724,270.749,8.829,0,81.37,0.352,8.491,45.48294,-81.23132,62.7116,38.8419,9.42132,3,0
French River 82,CSMI II August 2023,10,18.0539,0.043,9.5703,172.447073,200.25,-1.3329,103.3884,2068.9,27.945,1.3507,998.7062,273.476,9.807,0,82.51,0.359,8.489,45.48294,-81.23132,62.4643,38.3456,9.4512,3,0
French River 82,CSMI II August 2023,11,17.9459,0.0754,9.6064,172.571251,200.897,-1.3673,103.4772,2070.3,24.683,1.1923,998.731,276.307,10.785,0,89.01,0.355,8.49,45.48294,-81.23131,62.844,38.6325,9.47213,2,0
